wavs/hindifem_05368.wav|लिहाज़ा, जब देवदत्त पण्डित के घर में दीवाल पर बेठन में लिपटी पोथी की ओर उँगली दिखा कर, हरिदत्त पण्डित ने कुछ व्यंग्य से ये कहा, कि कोदर ई अगर यहाँ कभी लौटे भी, तो इस पोथी को छोड़ कर, कुछ नहीँ पायेँगे|hi|hindi_female_1
wavs/hindifem_03351.wav|उनका मन उन लोगों के साथ घर जाने को नहीं हुआ|hi|hindi_female_1
wavs/hindifem_00429.wav|उत्सुकतावश वह भी पीछे का दरवाज़ा खोलकर बाहर निकली और घूमकर बागीचे की तरफ़ आई|hi|hindi_female_1
wavs/hindifem_00041.wav|उसी वक्त दोनों बाहर निकले औऱ एक बहुत ही कीमती रेडियो खरीद डाला|hi|hindi_female_1
wavs/hindifem_00239.wav|डागा साहब ने मुझसे वहीं रहने के लिए आग्रह किया|hi|hindi_female_1
wavs/hindifem_05987.wav|रात में एक कमरे में होकर भी, दोनों ने, बात नहीं की, शायद वे, सोये भी नहीं, सिर्फ़ सोने का, ढोंग करते रहे|hi|hindi_female_1
wavs/hindifem_04933.wav|कॉल बेल की घंटी बजते ही मां ने दरवाजा खोला। सामने एक अनजान बच्चा खड़ा था।|hi|hindi_female_1
wavs/hindifem_05404.wav|उन्नीस वर्ष की उम्र में उन्हें प्रिंसटन में, फ़िज़िक्स के प्रोफ़ेसर पद पर, पदारूढ देखा गया|hi|hindi_female_1
wavs/hindifem_06675.wav|और मधुर है वह फल, जो संघर्षोपरान्त प्राप्त होता है.|hi|hindi_female_1
wavs/hindifem_05207.wav|इस मजमे में, ऐसे लोग कम थे, जिन्हें हिन्दुस्तान छोड़ दो के नारे की खबर रही हो|hi|hindi_female_1
wavs/hindifem_06741.wav|दूसरों की तरह उनकी तंज़िया मुस्कुराहट निदा के पागल होने की दस्तक करती हैं.|hi|hindi_female_1
wavs/hindifem_02557.wav|जब पैरों के नीचे छत होती है तो ऊपर पूरा आसमान होता है|hi|hindi_female_1
wavs/hindifem_00967.wav|शोभना की तो आवाज़ ही जैसे बदल गई है|hi|hindi_female_1
wavs/hindifem_06798.wav|जीवन में मानव सुख का आनन्द लेना चाहता है लेकिन दुःख से दूर मागता है.|hi|hindi_female_1
wavs/hindifem_00701.wav|लेकिन मुझे कतई नहीं लगता कि मुझे अस्थायी विकल्प के तौर पर चुना गया है|hi|hindi_female_1
wavs/hindifem_00567.wav|यह गृहिणियों तथा अधिकारियों में त्वरित निर्णय क्षमता को सुदृढ़ करती है|hi|hindi_female_1
wavs/hindifem_00166.wav|वे प्राचीन ज्ञान और आधुनिक विज्ञान को साथसाथ लेकर चलने की बात कहते हैं|hi|hindi_female_1
wavs/hindifem_01439.wav|आवाज करते हुए डोजर ने गति बढ़ाई|hi|hindi_female_1
